course_id,course_name,academy,market_relevance,industry_demand,job_relevance,freelance_relevance,business_relevance,ai_impact,core_tools,supporting_tools,emerging_tools,tools_to_review,stable_skills,evolving_skills,fast_changing_skills,business_use_cases,job_roles,portfolio_expectations,keep_topics,update_topics,add_topics,remove_or_review_topics,topics_to_deepen,preliminary_course_depth,future_durability,modernization_priority,research_notes,source_references
"creative-design","Creative Design Master","Design Academy","CRITICAL","CRITICAL","HIGH","HIGH","HIGH","AI-TRANSFORMING","Figma, Adobe Photoshop, Adobe Illustrator, Midjourney, Adobe Firefly, FigJam","Framer, Canva, Notion, InDesign","v0.dev, Krea AI, Spline 3D for UI, Magnific AI","CorelDRAW (legacy in digital agencies), Photoshop for web layout (outdated for UI), Static PDF style guides","Visual aesthetics, composition, typography, human empathy, user research fundamentals.","Design system architecture, design tokens, interactive prototyping.","Generative creative AI tools, automated layout tools.","End-to-end company rebrands, mobile app UI/UX, SaaS web interfaces, marketing collateral systems, pitch deck design.","Entry: Junior UI/UX Designer, Visual Designer, Brand Graphic Designer | Mid: Product Designer, Senior Visual Designer, Creative Lead | Adv: Head of Design, Design Director, Principal Product Designer | Freelance: Freelance Product Designer, Brand Identity Consultant","Professional Behance/Figma portfolio containing 1 end-to-end digital product design case study, 1 complete corporate brand identity system, and 1 generative AI marketing campaign visual suite.","Color theory, typography, visual hierarchy, grid systems, layout balance.","Upgrade Figma training to include Variables, Auto Layout 5.0, Component Sets, and Dev Mode handoff.","Generative AI asset pipelines (Midjourney/Firefly), micro-interactions, responsive design systems, accessibility (WCAG) compliance.","Teaching Photoshop for website UI layouts; isolated print preparation without digital contexts.","Design system scalability, usability testing protocols, and design-to-code handoffs.","MASTER / FLAGSHIP","EVOLVING","P0","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
"graphic-design-pro","Graphic Design Professional","Design Academy","HIGH","HIGH","HIGH","HIGH","HIGH","AI-AUGMENTED","Graphic, Figma","Photoshop, Midjourney","Firefly, Spline","Outdated raster filter effects","Brand identity principles, vector manipulation, composition.","Digital component design, responsive layouts.","AI prompt-to-image plugins.","","Entry:  | Mid:  | Adv:  | Freelance: ","2 polished portfolio pieces showcasing professional mastery of vector graphics, UI wireframing, or branding.","Vector pen tool mastery, layer management, export formats.","Integrate vector asset workflows with modern Figma and web assets (SVG/Lottie).","Generative fill, smart vector tools, modern digital artboards.","Isolated tool exercises disconnected from commercial brand briefs.","Practical client application and asset optimization.","MICRO / CERTIFICATION","STABLE","P0","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
"uiux-design-pro","UI/UX Design Professional","Design Academy","HIGH","HIGH","HIGH","HIGH","HIGH","AI-AUGMENTED","UI/UX, Figma","Photoshop, Midjourney","Firefly, Spline","Outdated raster filter effects","Brand identity principles, vector manipulation, composition.","Digital component design, responsive layouts.","AI prompt-to-image plugins.","","Entry:  | Mid:  | Adv:  | Freelance: ","2 polished portfolio pieces showcasing professional mastery of vector graphics, UI wireframing, or branding.","Vector pen tool mastery, layer management, export formats.","Integrate vector asset workflows with modern Figma and web assets (SVG/Lottie).","Generative fill, smart vector tools, modern digital artboards.","Isolated tool exercises disconnected from commercial brand briefs.","Practical client application and asset optimization.","MICRO / CERTIFICATION","STABLE","P0","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
"adobe-photoshop","Adobe Photoshop","Design Academy","HIGH","HIGH","HIGH","HIGH","HIGH","AI-AUGMENTED","Adobe, Figma","Photoshop, Midjourney","Firefly, Spline","Outdated raster filter effects","Brand identity principles, vector manipulation, composition.","Digital component design, responsive layouts.","AI prompt-to-image plugins.","","Entry:  | Mid:  | Adv:  | Freelance: ","2 polished portfolio pieces showcasing professional mastery of vector graphics, UI wireframing, or branding.","Vector pen tool mastery, layer management, export formats.","Integrate vector asset workflows with modern Figma and web assets (SVG/Lottie).","Generative fill, smart vector tools, modern digital artboards.","Isolated tool exercises disconnected from commercial brand briefs.","Practical client application and asset optimization.","MICRO / CERTIFICATION","STABLE","P2","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
"adobe-illustrator","Adobe Illustrator","Design Academy","HIGH","HIGH","HIGH","HIGH","HIGH","AI-AUGMENTED","Adobe, Figma","Photoshop, Midjourney","Firefly, Spline","Outdated raster filter effects","Brand identity principles, vector manipulation, composition.","Digital component design, responsive layouts.","AI prompt-to-image plugins.","","Entry:  | Mid:  | Adv:  | Freelance: ","2 polished portfolio pieces showcasing professional mastery of vector graphics, UI wireframing, or branding.","Vector pen tool mastery, layer management, export formats.","Integrate vector asset workflows with modern Figma and web assets (SVG/Lottie).","Generative fill, smart vector tools, modern digital artboards.","Isolated tool exercises disconnected from commercial brand briefs.","Practical client application and asset optimization.","MICRO / CERTIFICATION","STABLE","P2","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
"canva-pro","Canva Professional","Design Academy","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH COMMODITIZATION RISK","Canva, Figma","Photoshop, Midjourney","Firefly, Spline","Outdated raster filter effects","Brand identity principles, vector manipulation, composition.","Digital component design, responsive layouts.","AI prompt-to-image plugins.","","Entry:  | Mid:  | Adv:  | Freelance: ","2 polished portfolio pieces showcasing professional mastery of vector graphics, UI wireframing, or branding.","Vector pen tool mastery, layer management, export formats.","Integrate vector asset workflows with modern Figma and web assets (SVG/Lottie).","Generative fill, smart vector tools, modern digital artboards.","Isolated tool exercises disconnected from commercial brand briefs.","Practical client application and asset optimization.","MICRO / CERTIFICATION","STABLE","P0","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
"figma-ui-design","Figma UI Design","Design Academy","HIGH","HIGH","HIGH","HIGH","HIGH","AI-AUGMENTED","Figma, Figma","Photoshop, Midjourney","Firefly, Spline","Outdated raster filter effects","Brand identity principles, vector manipulation, composition.","Digital component design, responsive layouts.","AI prompt-to-image plugins.","","Entry:  | Mid:  | Adv:  | Freelance: ","2 polished portfolio pieces showcasing professional mastery of vector graphics, UI wireframing, or branding.","Vector pen tool mastery, layer management, export formats.","Integrate vector asset workflows with modern Figma and web assets (SVG/Lottie).","Generative fill, smart vector tools, modern digital artboards.","Isolated tool exercises disconnected from commercial brand briefs.","Practical client application and asset optimization.","MICRO / CERTIFICATION","STABLE","P0","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
"brand-identity-design","Brand Identity Design","Design Academy","HIGH","HIGH","HIGH","HIGH","HIGH","AI-AUGMENTED","Brand, Figma","Photoshop, Midjourney","Firefly, Spline","Outdated raster filter effects","Brand identity principles, vector manipulation, composition.","Digital component design, responsive layouts.","AI prompt-to-image plugins.","","Entry:  | Mid:  | Adv:  | Freelance: ","2 polished portfolio pieces showcasing professional mastery of vector graphics, UI wireframing, or branding.","Vector pen tool mastery, layer management, export formats.","Integrate vector asset workflows with modern Figma and web assets (SVG/Lottie).","Generative fill, smart vector tools, modern digital artboards.","Isolated tool exercises disconnected from commercial brand briefs.","Practical client application and asset optimization.","MICRO / CERTIFICATION","STABLE","P2","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
"packaging-design","Packaging Design","Design Academy","HIGH","HIGH","HIGH","HIGH","HIGH","AI-AUGMENTED","Packaging, Figma","Photoshop, Midjourney","Firefly, Spline","Outdated raster filter effects","Brand identity principles, vector manipulation, composition.","Digital component design, responsive layouts.","AI prompt-to-image plugins.","","Entry:  | Mid:  | Adv:  | Freelance: ","2 polished portfolio pieces showcasing professional mastery of vector graphics, UI wireframing, or branding.","Vector pen tool mastery, layer management, export formats.","Integrate vector asset workflows with modern Figma and web assets (SVG/Lottie).","Generative fill, smart vector tools, modern digital artboards.","Isolated tool exercises disconnected from commercial brand briefs.","Practical client application and asset optimization.","MICRO / CERTIFICATION","STABLE","P2","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
"logo-design","Logo Design","Design Academy","HIGH","HIGH","HIGH","HIGH","HIGH","AI-AUGMENTED","Logo, Figma","Photoshop, Midjourney","Firefly, Spline","Outdated raster filter effects","Brand identity principles, vector manipulation, composition.","Digital component design, responsive layouts.","AI prompt-to-image plugins.","","Entry:  | Mid:  | Adv:  | Freelance: ","2 polished portfolio pieces showcasing professional mastery of vector graphics, UI wireframing, or branding.","Vector pen tool mastery, layer management, export formats.","Integrate vector asset workflows with modern Figma and web assets (SVG/Lottie).","Generative fill, smart vector tools, modern digital artboards.","Isolated tool exercises disconnected from commercial brand briefs.","Practical client application and asset optimization.","MICRO / CERTIFICATION","STABLE","P2","Researched against 2026/27 industry standards, vendor documentation, and hiring benchmarks.","Figma Product Documentation (Variables, FigJam AI & Dev Mode, 2026); Adobe Creative Cloud Developer & Firefly Gen-3 Documentation (2026); LinkedIn Future of Work & Economic Graph Research (2026)"
